"row_no";"threat_id";"top_level_group";"asset_group_code";"method_code";"asset_group_name";"threat";"attack_method";"passport_asset";"flow_ids";"actuality";"coverage_mode";"emulation_profile";"native_anchor";"project_rules";"component_note"
"412";"УБИ.6.5.5";"6";"5";"5";"Companion / API-контур / условный IoT-компонент";"Угроза вызова отказа в обслуживании устройства интернета-вещей за счет внедрения программных и аппаратных закладок";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.5 Внедрение программных и аппаратных закладок. Техники: СП.5.2 Внедрение закладок, являющихся драйверами устройств; СП.5.3 Внедрение закладок, имитирующих интерфейсы служебных программ; и др.. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система.";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"413";"УБИ.6.5.7";"6";"5";"7";"Companion / API-контур / условный IoT-компонент";"Угроза вызова отказа в обслуживании устройства интернета-вещей за счет прослушивания (захвата) сетевого трафика";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.7 Прослушивание (захват) сетевого трафика. Техники: СП.7.3 Атаки на уровне каналов и сети, приводящие к изменению маршрутов; СП.7.4 Перенаправление трафика. Компоненты: К.3.1.1 Проводной канал передачи данных; К.3.1.2 Беспроводной канал передачи данных.";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"414";"УБИ.6.5.14";"6";"5";"14";"Companion / API-контур / условный IoT-компонент";"Угроза вызова отказа в обслуживании устройства интернета-вещей за счет атаки типа ""отказ в обслуживании""";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.14 Атака типа ""отказ в обслуживании"". Техники: СП.14.2 Атака типа ""отказ в обслуживании"" на канал передачи данных (атаки фрагментированными пакетами, smurf- атаки, SYN-flood); СП.14.3 Распределенная атака типа ""отказ в обслуживании"" на канал передачи данных; и др.. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система; и др..";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"415";"УБИ.6.5.15";"6";"5";"15";"Companion / API-контур / условный IoT-компонент";"Угроза вызова отказа в обслуживании устройства интернета-вещей за счет шифрования данных";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.15 Шифрование данных. Техники: СП.15.1 Шифрование данных с применением вирусов-шифровальщиков; СП.15.2 Шифрование данных встроенными средствами. Компоненты: К.1.2.1 Операционная система.";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"416";"УБИ.6.5.19";"6";"5";"19";"Companion / API-контур / условный IoT-компонент";"Угроза вызова отказа в обслуживании устройства интернета-вещей за счет модификации операционной системы (подмена системных файлов, внедрение вредоносного кода в системные процессы и ядро операционной системы)";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.19 Модификация ОС (подмена системных файлов, внедрение вредоносного кода в системные процессы и ядро ОС). Техники: СП.19.1 Модификация операционной системы путем загрузки с внешнего носителя; СП.19.2 Модификация операционной системы из гипервизора; и др.. Компоненты: К.1.2.1 Операционная система.";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"417";"УБИ.6.5.21";"6";"5";"21";"Companion / API-контур / условный IoT-компонент";"Угроза вызова отказа в обслуживании устройства интернета-вещей за счет повреждения данных";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.21 Повреждение данных. Техники: СП.21.2 Затирание данных (wiping); СП.21.3 Искажение данных. Компоненты: К.1.2.1 Операционная система.";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"418";"УБИ.6.5.23";"6";"5";"23";"Companion / API-контур / условный IoT-компонент";"Угроза вызова отказа в обслуживании устройства интернета-вещей за счет модификации (подмены) прошивки (микропрограммы)";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.23 Модификация (подмена) прошивки (микропрограммы). Техники: СП.23.1 Подмена прошивки (микропрограммы); СП.23.2 Модификация прошивки (микропрограммы). Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма).";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"419";"УБИ.6.5.25";"6";"5";"25";"Companion / API-контур / условный IoT-компонент";"Угроза вызова отказа в обслуживании устройства интернета-вещей за счет атаки на системы с распределенным реестром";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.25 Атаки на системы с распределенным реестром. Техники: СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра; СП.25.2 Атаки на протоколы достижения консенсуса; и др.. Компоненты: К.1.2.1 Операционная система; К.1.3.1 Системные и сетевые службы; и др..";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"420";"УБИ.6.5.26";"6";"5";"26";"Companion / API-контур / условный IoT-компонент";"Угроза вызова отказа в обслуживании устройства интернета-вещей за счет воздействия через системы хранения и резервирования данных";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.26 Воздействие через системы хранения и резервирования данных. Техники: СП.26.1 Воздействие на поставщика услуг системы хранения данных; СП.26.3 Снижение качеств обслуживания в результате атак на системы хранения данных; и др.. Компоненты: К.1.3.1 Системные и сетевые службы; К.2.2.8 Сетевой интерфейс; и др..";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"421";"УБИ.6.12.7";"6";"12";"7";"Физические линии связи / MAVLink-канал";"Угроза вызова отказа в обслуживании физических линий связи за счет прослушивания (захвата) сетевого трафика";"Нарушитель воздействует на физический канал обмена: USB, UART, радиотелеметрия, MAVLink-канал. Способ: СП.7 Прослушивание (захват) сетевого трафика. Техники: СП.7.3 Атаки на уровне каналов и сети, приводящие к изменению маршрутов; СП.7.4 Перенаправление трафика. Компоненты: К.3.1.1 Проводной канал передачи данных; К.3.1.2 Беспроводной канал передачи данных.";"Канал связи MAVLink/UDP; GCS 14552/14550; API 14541/14540";"F2, F3, F4, F9";"Условно актуальна";"proxy_emulation";"link_channel_proxy";"scenarios/simulate_serial_control_log_flow.py";"link_idle, link_loss, gateway_blocked_command";"Покрытие строится через подтвержденный MAVLink/UDP-канал и метрики MavlinkGateway; не все физические линии из исходного файла смоделированы напрямую."
"422";"УБИ.6.12.14";"6";"12";"14";"Физические линии связи / MAVLink-канал";"Угроза вызова отказа в обслуживании физических линий связи за счет атаки типа ""отказ в обслуживании""";"Нарушитель воздействует на физический канал обмена: USB, UART, радиотелеметрия, MAVLink-канал. Способ: СП.14 Атака типа ""отказ в обслуживании"". Техники: СП.14.2 Атака типа ""отказ в обслуживании"" на канал передачи данных (атаки фрагментированными пакетами, smurf- атаки, SYN-flood); СП.14.3 Распределенная атака типа ""отказ в обслуживании"" на канал передачи данных. Компоненты: К.3.1.1 Проводной канал передачи данных; К.3.1.2 Беспроводной канал передачи данных.";"Канал связи MAVLink/UDP; GCS 14552/14550; API 14541/14540";"F2, F3, F4, F9";"Условно актуальна";"proxy_emulation";"link_channel_proxy";"scenarios/simulate_serial_control_log_flow.py";"link_idle, link_loss, gateway_blocked_command";"Покрытие строится через подтвержденный MAVLink/UDP-канал и метрики MavlinkGateway; не все физические линии из исходного файла смоделированы напрямую."
"423";"УБИ.6.12.26";"6";"12";"26";"Физические линии связи / MAVLink-канал";"Угроза вызова отказа в обслуживании физических линий связи за счет воздействия через системы хранения и резервирования данных";"Нарушитель воздействует на физический канал обмена: USB, UART, радиотелеметрия, MAVLink-канал. Способ: СП.26 Воздействие через системы хранения и резервирования данных. Техники: СП.26.1 Воздействие на поставщика услуг системы хранения данных; СП.26.5 Внедрение вредоносного ПО через компрометацию инфраструктуры системы хранения данных. Компоненты: К.3.1.1 Проводной канал передачи данных; К.3.1.2 Беспроводной канал передачи данных.";"Канал связи MAVLink/UDP; GCS 14552/14550; API 14541/14540";"F2, F3, F4, F9";"Условно актуальна";"proxy_emulation";"link_channel_proxy";"scenarios/simulate_serial_control_log_flow.py";"link_idle, link_loss, gateway_blocked_command";"Покрытие строится через подтвержденный MAVLink/UDP-канал и метрики MavlinkGateway; не все физические линии из исходного файла смоделированы напрямую."
"424";"УБИ.7.1.1";"7";"1";"1";"АРМ оператора / наземная станция";"Угроза ненадлежащего (нецелевого) использования автоматизированного рабочего места за счет эксплуатации уязвимостей";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.1 Эксплуатация уязвимостей. Техники: СП.1.1 Эксплуатация известных уязвимостей; СП.1.2 Эксплуатация уязвимостей ""нулевого дня"". Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система; и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"425";"УБИ.7.1.2";"7";"1";"2";"АРМ оператора / наземная станция";"Угроза ненадлежащего (нецелевого) использования автоматизированного рабочего места за счет использования недостатков конфигурации";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.2 Использование недостатков конфигурации. Техники: СП.2.1 Использование недостатков, связанных с неполнотой проверки вводимых (входных) данных; СП.2.2 Использование недостатков, связанных с управлением учетными данными; и др.. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система; и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"426";"УБИ.7.1.4";"7";"1";"4";"АРМ оператора / наземная станция";"Угроза ненадлежащего (нецелевого) использования автоматизированного рабочего места за счет внедрения вредоносного программного обеспечения";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.4 Внедрение вредоносного программного обеспечения. Техники: СП.4.1 Внедрение вредоносного программного обеспечения через электронную почту; СП.4.2 Внедрение вредоносного программного обеспечения через съемные носители информации; и др.. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система; и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"427";"УБИ.7.1.5";"7";"1";"5";"АРМ оператора / наземная станция";"Угроза ненадлежащего (нецелевого) использования автоматизированного рабочего места за счет внедрения программных и аппаратных закладок";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.5 Внедрение программных и аппаратных закладок. Техники: СП.5.1 Внедрение закладок в прикладное программное обеспечение; СП.5.2 Внедрение закладок, являющихся драйверами устройств; и др.. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система; и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"428";"УБИ.7.1.11";"7";"1";"11";"АРМ оператора / наземная станция";"Угроза ненадлежащего (нецелевого) использования автоматизированного рабочего места за счет применения скрытых каналов";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.11 Применение скрытых каналов. Техники: СП.11.1 Применение скрытых каналов по времени. Компоненты: К.1.3.1 Системные и сетевые службы; К.1.5.11 Пакет офисного ПО (для работы с текстами, таблицами, презентациями и т.п.); и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"429";"УБИ.7.1.18";"7";"1";"18";"АРМ оператора / наземная станция";"Угроза ненадлежащего (нецелевого) использования автоматизированного рабочего места за счет использования недостатков механизмов разграничения доступа";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.18 Использование недостатков механизмов разграничения доступа. Техники: СП.18.1 Доступ без авторизации; СП.18.2 Использование ошибок или отсутствия проверки прав доступа. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система; и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"430";"УБИ.7.1.19";"7";"1";"19";"АРМ оператора / наземная станция";"Угроза ненадлежащего (нецелевого) использования автоматизированного рабочего места за счет модификации операционной системы (подмена системных файлов, внедрение вредоносного кода в системные процессы и ядро операционной системы)";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.19 Модификация ОС (подмена системных файлов, внедрение вредоносного кода в системные процессы и ядро ОС). Техники: СП.19.1 Модификация операционной системы путем загрузки с внешнего носителя; СП.19.2 Модификация операционной системы из гипервизора; и др.. Компоненты: К.1.2.1 Операционная система.";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"431";"УБИ.7.1.23";"7";"1";"23";"АРМ оператора / наземная станция";"Угроза ненадлежащего (нецелевого) использования автоматизированного рабочего места за счет модификации (подмены) прошивки (микропрограммы)";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.23 Модификация (подмена) прошивки (микропрограммы). Техники: СП.23.1 Подмена прошивки (микропрограммы); СП.23.2 Модификация прошивки (микропрограммы). Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма).";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"432";"УБИ.7.1.24";"7";"1";"24";"АРМ оператора / наземная станция";"Угроза ненадлежащего (нецелевого) использования автоматизированного рабочего места за счет физического воздействия";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.24 Физическое воздействие. Техники: СП.24.2 Внесение изменений в конфигурацию на уровне оборудования. Компоненты: К.2.1.2 Монитор; К.2.1.3 Мышь; и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"433";"УБИ.7.1.25";"7";"1";"25";"АРМ оператора / наземная станция";"Угроза ненадлежащего (нецелевого) использования автоматизированного рабочего места за счет атаки на системы с распределенным реестром";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.25 Атаки на системы с распределенным реестром. Техники: СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра; СП.25.2 Атаки на протоколы достижения консенсуса; и др.. Компоненты: К.1.2.1 Операционная система; К.1.3.1 Системные и сетевые службы; и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"434";"УБИ.7.1.26";"7";"1";"26";"АРМ оператора / наземная станция";"Угроза ненадлежащего (нецелевого) использования автоматизированного рабочего места за счет воздействия через системы хранения и резервирования данных";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.26 Воздействие через системы хранения и резервирования данных. Техники: СП.26.1 Воздействие на поставщика услуг системы хранения данных; СП.26.4 Удаление (изменение, шифрование) данных в системе резервирования; и др.. Компоненты: К.1.3.1 Системные и сетевые службы.";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"435";"УБИ.7.2.1";"7";"2";"1";"Сервер мониторинга / PX4 SITL / SecurityMonitorApp";"Угроза ненадлежащего (нецелевого) использования сервера за счет эксплуатации уязвимостей";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.1 Эксплуатация уязвимостей. Техники: СП.1.1 Эксплуатация известных уязвимостей; СП.1.2 Эксплуатация уязвимостей ""нулевого дня"". Компоненты: К.1.2.1 Операционная система; К.1.3.1 Системные и сетевые службы.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна";"proxy_emulation";"server_monitoring_proxy";"scenarios/attack_param_tamper.py";"param_write_attempt, px4_param_changed, mission_write_attempt";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"436";"УБИ.7.2.2";"7";"2";"2";"Сервер мониторинга / PX4 SITL / SecurityMonitorApp";"Угроза ненадлежащего (нецелевого) использования сервера за счет использования недостатков конфигурации";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.2 Использование недостатков конфигурации. Техники: СП.2.1 Использование недостатков, связанных с неполнотой проверки вводимых (входных) данных; СП.2.2 Использование недостатков, связанных с управлением учетными данными; и др.. Компоненты: К.1.2.1 Операционная система; К.1.3.1 Системные и сетевые службы.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна";"proxy_emulation";"server_monitoring_proxy";"scenarios/attack_param_tamper.py";"param_write_attempt, px4_param_changed, mission_write_attempt";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"437";"УБИ.7.2.4";"7";"2";"4";"Сервер мониторинга / PX4 SITL / SecurityMonitorApp";"Угроза ненадлежащего (нецелевого) использования сервера за счет внедрения вредоносного программного обеспечения";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.4 Внедрение вредоносного программного обеспечения. Техники: СП.4.1 Внедрение вредоносного программного обеспечения через электронную почту; СП.4.2 Внедрение вредоносного программного обеспечения через съемные носители информации; и др.. Компоненты: К.1.2.1 Операционная система; К.1.3.1 Системные и сетевые службы.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна";"proxy_emulation";"server_monitoring_proxy";"scenarios/attack_param_tamper.py";"param_write_attempt, px4_param_changed, mission_write_attempt";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"438";"УБИ.7.2.5";"7";"2";"5";"Сервер мониторинга / PX4 SITL / SecurityMonitorApp";"Угроза ненадлежащего (нецелевого) использования сервера за счет внедрения программных и аппаратных закладок";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.5 Внедрение программных и аппаратных закладок. Техники: СП.5.2 Внедрение закладок, являющихся драйверами устройств; СП.5.3 Внедрение закладок, имитирующих интерфейсы служебных программ; и др.. Компоненты: К.1.2.1 Операционная система.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна";"proxy_emulation";"server_monitoring_proxy";"scenarios/attack_param_tamper.py";"param_write_attempt, px4_param_changed, mission_write_attempt";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"439";"УБИ.7.2.11";"7";"2";"11";"Сервер мониторинга / PX4 SITL / SecurityMonitorApp";"Угроза ненадлежащего (нецелевого) использования сервера за счет применения скрытых каналов";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.11 Применение скрытых каналов. Техники: СП.11.1 Применение скрытых каналов по времени. Компоненты: К.1.3.1 Системные и сетевые службы; К.2.2.8 Сетевой интерфейс.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна";"proxy_emulation";"server_monitoring_proxy";"scenarios/attack_param_tamper.py";"param_write_attempt, px4_param_changed, mission_write_attempt";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"440";"УБИ.7.2.18";"7";"2";"18";"Сервер мониторинга / PX4 SITL / SecurityMonitorApp";"Угроза ненадлежащего (нецелевого) использования сервера за счет использования недостатков механизмов разграничения доступа";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.18 Использование недостатков механизмов разграничения доступа. Техники: СП.18.1 Доступ без авторизации; СП.18.2 Использование ошибок или отсутствия проверки прав доступа. Компоненты: К.1.2.1 Операционная система; К.1.3.1 Системные и сетевые службы.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна";"proxy_emulation";"server_monitoring_proxy";"scenarios/attack_param_tamper.py";"param_write_attempt, px4_param_changed, mission_write_attempt";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"441";"УБИ.7.2.19";"7";"2";"19";"Сервер мониторинга / PX4 SITL / SecurityMonitorApp";"Угроза ненадлежащего (нецелевого) использования сервера за счет модификации операционной системы (подмена системных файлов, внедрение вредоносного кода в системные процессы и ядро операционной системы)";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.19 Модификация ОС (подмена системных файлов, внедрение вредоносного кода в системные процессы и ядро ОС). Техники: СП.19.1 Модификация операционной системы путем загрузки с внешнего носителя; СП.19.2 Модификация операционной системы из гипервизора; и др.. Компоненты: К.1.2.1 Операционная система.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна";"proxy_emulation";"server_monitoring_proxy";"scenarios/attack_param_tamper.py";"param_write_attempt, px4_param_changed, mission_write_attempt";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
