"row_no";"threat_id";"threat";"emulation_profile";"coverage_mode";"detector_rules";"native_anchor";"flow_ids";"coverage_log";"profile_logs";"component_note"
"469";"УБИ.8.1.14";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет атаки типа ""отказ в обслуживании""";"operator_workstation_proxy";"proxy_emulation";"command_burst, arm_command_burst, gateway_blocked_command";"scenarios/attack_arm_disarm_flap.py";"F1, F2, F4, F9";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"470";"УБИ.8.1.15";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет шифрования данных";"operator_workstation_proxy";"proxy_emulation";"command_burst, arm_command_burst, gateway_blocked_command";"scenarios/attack_arm_disarm_flap.py";"F1, F2, F4, F9";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"471";"УБИ.8.1.16";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет нарушения изоляции";"operator_workstation_proxy";"proxy_emulation";"command_burst, arm_command_burst, gateway_blocked_command";"scenarios/attack_arm_disarm_flap.py";"F1, F2, F4, F9";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"472";"УБИ.8.1.18";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет использования недостатков механизмов разграничения доступа";"operator_workstation_proxy";"proxy_emulation";"command_burst, arm_command_burst, gateway_blocked_command";"scenarios/attack_arm_disarm_flap.py";"F1, F2, F4, F9";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"473";"УБИ.8.1.19";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет модификации операционной системы (подмена системных файлов, внедрение вредоносного кода в системные процессы и ядро операционной системы)";"operator_workstation_proxy";"proxy_emulation";"command_burst, arm_command_burst, gateway_blocked_command";"scenarios/attack_arm_disarm_flap.py";"F1, F2, F4, F9";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"474";"УБИ.8.1.21";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет повреждения данных";"operator_workstation_proxy";"proxy_emulation";"command_burst, arm_command_burst, gateway_blocked_command";"scenarios/attack_arm_disarm_flap.py";"F1, F2, F4, F9";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"475";"УБИ.8.1.23";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет модификации (подмены) прошивки (микропрограммы)";"operator_workstation_proxy";"proxy_emulation";"command_burst, arm_command_burst, gateway_blocked_command";"scenarios/attack_arm_disarm_flap.py";"F1, F2, F4, F9";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"476";"УБИ.8.1.24";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет физического воздействия";"operator_workstation_proxy";"proxy_emulation";"command_burst, arm_command_burst, gateway_blocked_command";"scenarios/attack_arm_disarm_flap.py";"F1, F2, F4, F9";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"477";"УБИ.8.1.25";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет атаки на системы с распределенным реестром";"operator_workstation_proxy";"proxy_emulation";"command_burst, arm_command_burst, gateway_blocked_command";"scenarios/attack_arm_disarm_flap.py";"F1, F2, F4, F9";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"478";"УБИ.8.1.26";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет воздействия через системы хранения и резервирования данных";"operator_workstation_proxy";"proxy_emulation";"command_burst, arm_command_burst, gateway_blocked_command";"scenarios/attack_arm_disarm_flap.py";"F1, F2, F4, F9";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"479";"УБИ.8.2.1";"Угроза нарушения функционирования (работоспособности) сервера за счет эксплуатации уязвимостей";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"480";"УБИ.8.2.2";"Угроза нарушения функционирования (работоспособности) сервера за счет использования недостатков конфигурации";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"481";"УБИ.8.2.4";"Угроза нарушения функционирования (работоспособности) сервера за счет внедрения вредоносного программного обеспечения";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"482";"УБИ.8.2.5";"Угроза нарушения функционирования (работоспособности) сервера за счет внедрения программных и аппаратных закладок";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"483";"УБИ.8.2.13";"Угроза нарушения функционирования (работоспособности) сервера за счет реализации социальной инженерии";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"484";"УБИ.8.2.14";"Угроза нарушения функционирования (работоспособности) сервера за счет атаки типа ""отказ в обслуживании""";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"485";"УБИ.8.2.15";"Угроза нарушения функционирования (работоспособности) сервера за счет шифрования данных";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"486";"УБИ.8.2.16";"Угроза нарушения функционирования (работоспособности) сервера за счет нарушения изоляции";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"487";"УБИ.8.2.18";"Угроза нарушения функционирования (работоспособности) сервера за счет использования недостатков механизмов разграничения доступа";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"488";"УБИ.8.2.19";"Угроза нарушения функционирования (работоспособности) сервера за счет модификации операционной системы (подмена системных файлов, внедрение вредоносного кода в системные процессы и ядро операционной системы)";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"489";"УБИ.8.2.21";"Угроза нарушения функционирования (работоспособности) сервера за счет повреждения данных";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"490";"УБИ.8.2.25";"Угроза нарушения функционирования (работоспособности) сервера за счет атаки на системы с распределенным реестром";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"491";"УБИ.8.2.26";"Угроза нарушения функционирования (работоспособности) сервера за счет воздействия через системы хранения и резервирования данных";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"492";"УБИ.8.3.1";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет эксплуатации уязвимостей";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"493";"УБИ.8.3.2";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет использования недостатков конфигурации";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"494";"УБИ.8.3.4";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет внедрения вредоносного программного обеспечения";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"495";"УБИ.8.3.5";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет внедрения программных и аппаратных закладок";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"496";"УБИ.8.3.7";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет прослушивания (захвата) сетевого трафика";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"497";"УБИ.8.3.13";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет реализации социальной инженерии";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"498";"УБИ.8.3.15";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет шифрования данных";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"499";"УБИ.8.3.16";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет нарушения изоляции";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"500";"УБИ.8.3.18";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет использования недостатков механизмов разграничения доступа";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"501";"УБИ.8.3.21";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет повреждения данных";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"502";"УБИ.8.3.23";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет модификации (подмены) прошивки (микропрограммы)";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"503";"УБИ.8.3.24";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет физического воздействия";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"504";"УБИ.8.3.25";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет атаки на системы с распределенным реестром";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"505";"УБИ.8.3.26";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет воздействия через системы хранения и резервирования данных";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"506";"УБИ.8.4.1";"Угроза нарушения функционирования (работоспособности) устройство хранения данных за счет эксплуатации уязвимостей";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"507";"УБИ.8.4.2";"Угроза нарушения функционирования (работоспособности) устройство хранения данных за счет использования недостатков конфигурации";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"508";"УБИ.8.4.4";"Угроза нарушения функционирования (работоспособности) устройство хранения данных за счет внедрения вредоносного программного обеспечения";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"509";"УБИ.8.4.5";"Угроза нарушения функционирования (работоспособности) устройство хранения данных за счет внедрения программных и аппаратных закладок";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"510";"УБИ.8.4.7";"Угроза нарушения функционирования (работоспособности) устройство хранения данных за счет прослушивания (захвата) сетевого трафика";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"511";"УБИ.8.4.13";"Угроза нарушения функционирования (работоспособности) устройство хранения данных за счет реализации социальной инженерии";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"512";"УБИ.8.4.15";"Угроза нарушения функционирования (работоспособности) устройство хранения данных за счет шифрования данных";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"513";"УБИ.8.4.16";"Угроза нарушения функционирования (работоспособности) устройство хранения данных за счет нарушения изоляции";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"514";"УБИ.8.4.18";"Угроза нарушения функционирования (работоспособности) устройство хранения данных за счет использования недостатков механизмов разграничения доступа";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"515";"УБИ.8.4.21";"Угроза нарушения функционирования (работоспособности) устройство хранения данных за счет повреждения данных";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"516";"УБИ.8.4.23";"Угроза нарушения функционирования (работоспособности) устройство хранения данных за счет модификации (подмены) прошивки (микропрограммы)";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
